Candidate_ID,Name,Age,Gender,Education_Level,Years_Experience,Skills,Applied_Position,Application_Status,Interview_Score,Hiring_Decision,Salary_Expectation,Past_Applications,Num_Certifications,Assessment_Score,Time_To_Hire_Days
1013,Eve Williams,31,Female,High School,14,"['""Python / SQL""']",Data Analyst,Accepted,95.18392845537853,Hired,95655.54638941001,1,0,59.5136074923407,50
1035,Alice Williams,33,Male,PhD,3,"['""Python / SQL""']",HR Manager,Rejected,100.0,Not Hired,87153.2743446704,0,0,82.69436950354202,12
1008,Charlie Rodriguez,34,Female,High School,20,"['""Java / Spring""']",HR Manager,Accepted,68.92373732256182,Not Hired,96121.3502786852,6,0,85.00249928772246,16
1012,Harry Rodriguez,41,Female,High School,0,"['""JavaScript / React""']",Marketing Specialist,Rejected,64.89024275403376,Hired,36919.996668709435,8,1,66.8469817125299,43
1012,Jane Miller,41,Female,Master,0,"['""JavaScript / React""']",Data Analyst,Rejected,64.67385496274046,Hired,41855.79644278575,8,1,67.77933316743821,48
1026,Eve Jones,23,Female,Master,16,"['""Java / Spring""']",Marketing Specialist,Rejected,95.65326000417014,Not Hired,77711.27484526637,10,3,50.46833737642872,46
1016,Bob Williams,27,Male,Diploma,20,"['""HR / Management""']",Software Engineer,Pending,84.10789999187352,Hired,34892.46612903368,8,2,56.63826065115726,45
1028,Ivy Davis,26,Male,PhD,14,"['""JavaScript / React""']",Software Engineer,Pending,68.41823042397259,Not Hired,83928.70111949567,9,3,63.05832980880792,24
1034,Alice Jones,47,Male,High School,20,"['""JavaScript / React""']",HR Manager,Accepted,90.27756767915734,Hired,97946.45333796559,6,4,91.81192417764105,59
1003,Eve Williams,34,Male,PhD,21,"['""HR / Management""']",Data Analyst,Rejected,89.57548385454024,Not Hired,63103.20830904339,0,3,92.2448753017124,58
1002,David Jones,37,Female,PhD,14,"['""Python / SQL""']",Data Analyst,Pending,52.65543749564148,Hired,96239.4293417826,9,0,74.47835839507898,41
1027,Grace Johnson,29,Female,Bachelor,0,"['""Java / Spring""']",Data Analyst,Accepted,60.08689345539989,Not Hired,49592.85548553993,9,3,58.96113293875537,28
1021,Harry García,30,Male,Bachelor,18,"['""Python / SQL""']",HR Manager,Accepted,74.80503659394914,Hired,100768.42443454197,8,4,56.62003429664958,53
CAND1048,Grace Johnson,37,Male,High School,8,"['""JavaScript / React""']",Marketing Specialist,Accepted,88.27913489571594,Hired,63022.84181225314,3,3,65.69737150685546,43
1012,Charlie Martínez,42,Female,PhD,1,"['""JavaScript / React""']",Software Engineer,Rejected,63.03842978302263,Not Hired,36839.47455359268,8,1,60.115134714183455,53
1001,Charlie Johnson,42,Male,High School,18,"['""JavaScript / React""']",Data Analyst,Rejected,76.38822931864803,Not Hired,81292.72122694843,9,5,77.21146179635922,63
1025,Jane Jones,25,Female,Master,9,"['""HR / Management""']",Marketing Specialist,Rejected,85.70862518224493,Hired,36713.97278391656,9,4,51.554602175138506,54
1028,Ivy Miller,26,Male,PhD,14,"['""JavaScript / React""']",Data Analyst,Pending,69.53035733614485,Not Hired,81558.37266329491,9,3,77.85265797514084,23
1024,John Martínez,25,Male,Master,0,"['""Java / Spring""']",Data Analyst,Rejected,96.33101167759744,Not Hired,31130.649525596833,2,0,74.10003274262269,33
1009,Grace Johnson,31,Female,PhD,13,"['""HR / Management""']",Marketing Specialist,Rejected,77.54216788296554,Hired,44737.8377413871,10,0,87.69473758085827,56
CAND1045,Grace Williams,49,Female,Master,1,"['""HR / Management""']",HR Manager,Accepted,97.203299241502,Not Hired,61092.407570229625,0,2,62.967811867106086,32
1023,David Martínez,28,Female,Diploma,5,"['""Java / Spring""']",HR Manager,Rejected,54.48825635629627,Not Hired,103433.19275881589,6,1,61.3957784091859,22
CAND1037,Bob Johnson,38,Male,High School,15,"['""Java / Spring""']",HR Manager,Rejected,93.48845833288328,Not Hired,66986.14578757106,4,4,99.82637952720114,29
CAND1044,Eve García,25,Male,PhD,17,"['""Java / Spring""']",Marketing Specialist,Rejected,64.77197219503046,Not Hired,54452.32042261316,3,1,48.56641133457145,24
CAND1039,Eve Davis,28,Female,High School,5,"['""Java / Spring""']",HR Manager,Rejected,96.85796364013837,Not Hired,110203.93649326246,5,1,59.395362878451046,12
1029,Bob Smith,47,Male,Diploma,17,"['""Python / SQL""']",Marketing Specialist,Rejected,65.47398083398527,Not Hired,34046.20286566172,5,5,79.35266711147707,13
1023,Ivy Smith,28,Female,Bachelor,6,"['""Java / Spring""']",HR Manager,Rejected,47.160125517398,Hired,97772.3400272949,6,1,73.01982049206761,22
1031,David Davis,32,Male,Bachelor,13,"['""Python / SQL""']",Data Analyst,Rejected,56.73555269852619,Not Hired,74669.19139961226,9,5,55.22330146331746,43
1010,Alice Williams,37,Female,Bachelor,9,"['""JavaScript / React""']",Software Engineer,Rejected,100.0,Not Hired,82226.33694787833,10,3,65.69826233976386,11
1001,Grace Miller,42,Male,High School,15,"['""JavaScript / React""']",Software Engineer,Rejected,82.71774876260619,Not Hired,73280.47136669548,9,5,63.76479145782425,64
1013,Ivy Johnson,31,Female,Master,15,"['""Python / SQL""']",HR Manager,Accepted,99.13577436035978,Hired,109027.13938609467,1,0,55.77922202586668,50
1010,Grace Jones,40,Female,Bachelor,9,"['""JavaScript / React""']",Marketing Specialist,Rejected,96.26904204021685,Not Hired,88305.38180109918,10,3,68.78821369313957,21
1021,Grace Rodriguez,33,Male,High School,18,"['""Python / SQL""']",Data Analyst,Accepted,70.17164396277879,Hired,95060.17214817904,8,4,62.53839769216853,46
CAND1045,Ivy Davis,50,Female,High School,1,"['""HR / Management""']",HR Manager,Accepted,90.46344884133937,Not Hired,63627.31540119318,0,2,61.34103360200833,29
1018,Alice Brown,41,Male,Bachelor,11,"['""Java / Spring""']",HR Manager,Pending,91.48537340836708,Not Hired,27422.083954925718,8,1,78.5684235103608,23
1019,David Jones,35,Female,High School,4,"['""Data Science / ML""']",HR Manager,Pending,55.25582019491675,Not Hired,92694.32167880614,2,0,53.850456398690824,30
1028,Harry Rodriguez,27,Male,Diploma,12,"['""JavaScript / React""']",HR Manager,Pending,75.265812578235,Not Hired,71624.88214234309,9,3,75.44383627780087,31
CAND1045,Jane Johnson,52,Female,Bachelor,3,"['""HR / Management""']",Software Engineer,Accepted,100.0,Hired,57486.001388380464,0,2,59.140164710544376,28
1035,Ivy Miller,32,Male,PhD,4,"['""Python / SQL""']",HR Manager,Rejected,94.35737438240677,Hired,84542.66976147663,0,0,80.45381604581564,10
1021,Charlie Rodriguez,29,Male,Diploma,16,"['""Python / SQL""']",Marketing Specialist,Accepted,72.09890639254346,Not Hired,96605.58937028356,8,4,53.06351550558081,46
1011,Grace García,49,Male,Diploma,2,"['""Data Science / ML""']",Software Engineer,Rejected,74.310107005251,Not Hired,117383.92874564994,5,0,67.91255901617352,31
1011,Eve García,46,Male,PhD,0,"['""Data Science / ML""']",Software Engineer,Rejected,79.8983471533888,Not Hired,111637.33137521286,5,0,63.60236322842223,34
1034,Bob Brown,49,Male,High School,19,"['""JavaScript / React""']",Marketing Specialist,Accepted,88.30153653139406,Hired,96369.09808104119,6,4,82.21368693745583,56
1030,Alice Brown,41,Female,Master,6,"['""Python / SQL""']",Software Engineer,Accepted,70.68342304215895,Not Hired,45420.93894472163,7,4,77.21367815000941,21
1028,John Johnson,26,Male,Master,14,"['""JavaScript / React""']",Marketing Specialist,Pending,74.86926069164966,Not Hired,80835.84456032577,9,3,74.07757581937442,29
1017,Harry García,20,Female,Diploma,8,"['""Java / Spring""']",HR Manager,Rejected,74.2870794969922,Not Hired,103693.57913813529,0,0,79.99179465369922,33
CAND1045,Alice Rodriguez,49,Female,Bachelor,4,"['""HR / Management""']",Data Analyst,Accepted,93.6299778887172,Hired,59849.10284291018,0,2,54.37680256358769,33
CAND1041,John Brown,26,Non-Binary,Diploma,5,"['""JavaScript / React""']",Marketing Specialist,Rejected,82.57632982318741,Not Hired,32097.26282220039,7,4,76.88103265466258,36
1002,Grace Davis,35,Female,Bachelor,13,"['""Python / SQL""']",Software Engineer,Pending,63.969118836889635,Not Hired,95232.51459436155,9,0,77.94523914511008,47
1021,John Brown,29,Male,Diploma,17,"['""Python / SQL""']",Marketing Specialist,Accepted,64.82095557606925,Hired,93777.5294917184,8,4,58.318521835748186,47
1034,John Williams,51,Male,Bachelor,19,"['""JavaScript / React""']",Data Analyst,Accepted,92.9083657946232,Hired,114967.2907717838,6,4,73.37161593004592,62
1005,David Davis,50,Male,Bachelor,0,"['""Java / Spring""']",Software Engineer,Rejected,92.81911921592881,Hired,60740.632517988364,10,0,62.71230104437409,59
CAND1042,Grace Smith,45,Female,Bachelor,11,"['""HR / Management""']",Marketing Specialist,Accepted,92.97350004031753,Not Hired,36721.39962560635,9,5,61.87578545057155,44
1028,Alice Brown,27,Male,Diploma,15,"['""JavaScript / React""']",Software Engineer,Pending,67.18258660387279,Not Hired,72358.91704919028,9,3,80.3547862871729,22
CAND1046,John Miller,40,Female,High School,5,"['""HR / Management""']",Software Engineer,Rejected,82.27275580241424,Not Hired,46797.55320894025,5,4,58.75521553073551,39
1020,Grace Martínez,40,Non-Binary,Bachelor,19,"['""HR / Management""']",Marketing Specialist,Pending,58.59461584422422,Not Hired,34401.08980105495,5,2,59.75472548675066,21
CAND1044,David Martínez,25,Male,High School,17,"['""Java / Spring""']",Marketing Specialist,Rejected,66.13537688237565,Not Hired,61716.04293387549,3,1,44.83739551616499,30
1030,Bob Williams,43,Female,Master,3,"['""Python / SQL""']",HR Manager,Accepted,72.16556409192941,Hired,50367.64355331928,7,4,73.46059268258539,20
CAND1036,Ivy Davis,46,Male,Master,11,"['""HR / Management""']",Data Analyst,Pending,85.36785788230011,Not Hired,102075.90842772476,9,0,61.36011625237603,46
1018,Grace Miller,40,Male,High School,10,"['""Java / Spring""']",Software Engineer,Pending,92.58668139214451,Not Hired,28766.586023085205,8,1,80.26859261741443,24
CAND1043,Bob Miller,45,Male,PhD,8,"['""Data Science / ML""']",HR Manager,Rejected,82.94161119002992,Not Hired,50557.66110671849,1,4,72.99662430973852,31
1035,Jane Smith,33,Male,PhD,3,"['""Python / SQL""']",HR Manager,Rejected,95.75339392288633,Not Hired,77431.36538229999,0,0,79.10275520608864,15
1002,Harry Jones,37,Female,PhD,13,"['""Python / SQL""']",HR Manager,Pending,52.71985928442631,Not Hired,89006.53402902534,9,0,65.53110034713755,42
CAND1036,Charlie Miller,48,Male,High School,13,"['""HR / Management""']",HR Manager,Pending,92.47141830829399,Not Hired,98671.69218045955,9,0,60.62936219236674,41
1009,Bob Martínez,31,Female,Bachelor,14,"['""HR / Management""']",HR Manager,Rejected,74.71418065816808,Hired,40073.76286985124,10,0,86.95572164688474,59
1030,Jane Williams,41,Female,High School,5,"['""Python / SQL""']",Data Analyst,Accepted,67.54780359156997,Not Hired,45825.24843442817,7,4,70.162186892379,25
1009,Ivy Jones,30,Female,Diploma,12,"['""HR / Management""']",Software Engineer,Rejected,72.53075938084913,Not Hired,36901.229902121995,10,0,77.6235230360412,58
1002,Ivy Martínez,35,Female,Bachelor,11,"['""Python / SQL""']",Marketing Specialist,Pending,56.1786994633967,Not Hired,85529.86623720132,9,0,74.84983746323137,44
1001,Alice Jones,43,Male,Master,16,"['""JavaScript / React""']",Marketing Specialist,Rejected,77.98530161086823,Not Hired,76111.56825445859,9,5,64.15637862942846,57
1033,Charlie Miller,49,Male,Diploma,13,"['""Java / Spring""']",Marketing Specialist,Rejected,98.14856903638261,Hired,105710.81557012939,3,0,90.47564632808712,29
1008,John Rodriguez,32,Female,Bachelor,18,"['""Java / Spring""']",Data Analyst,Accepted,75.7343220160309,Hired,102524.71726618959,6,0,90.37244166863682,16
CAND1042,Bob Martínez,45,Female,Master,13,"['""HR / Management""']",Software Engineer,Accepted,89.88468930831623,Hired,38853.05793739255,9,5,56.95637163673196,42
1031,Grace Johnson,31,Male,Master,13,"['""Python / SQL""']",Software Engineer,Rejected,52.596649116476385,Hired,72721.00556970376,9,5,48.86036252233918,38
CAND1038,David Miller,30,Male,Master,10,"['""HR / Management""']",Software Engineer,Accepted,69.32256162533875,Hired,63192.635423894586,3,1,61.4145353451063,44
1001,Bob Johnson,41,Male,High School,17,"['""JavaScript / React""']",Marketing Specialist,Rejected,75.29777978403503,Hired,80057.85241637906,9,5,63.0859456453824,60
CAND1043,Harry Johnson,42,Male,Master,8,"['""Data Science / ML""']",Data Analyst,Rejected,82.48834529925033,Not Hired,47978.22239781601,1,4,78.23022353402028,40
CAND1047,Ivy García,49,Female,PhD,3,"['""HR / Management""']",Data Analyst,Pending,74.61606644164019,Hired,38952.03904298473,5,5,80.88300253577485,39
1035,Eve Martínez,34,Male,Master,3,"['""Python / SQL""']",HR Manager,Rejected,91.71880910338932,Not Hired,90559.17802107947,0,0,72.63223907215873,12
CAND1047,Ivy Williams,49,Female,Diploma,1,"['""HR / Management""']",Software Engineer,Pending,75.40652565783729,Hired,38124.749971781326,5,5,80.18877219312296,37
1010,Ivy Johnson,39,Female,Bachelor,12,"['""JavaScript / React""']",Data Analyst,Rejected,100.0,Not Hired,86699.16456858146,10,3,62.539645374701095,17
1018,Harry Brown,40,Male,Bachelor,8,"['""Java / Spring""']",Marketing Specialist,Pending,79.94554282309987,Hired,32285.37021435277,8,1,74.0051847401994,20
CAND1037,Jane Miller,34,Male,Diploma,15,"['""Java / Spring""']",Data Analyst,Rejected,96.23259239044202,Not Hired,71907.25144947226,4,4,90.53061579837589,37
1035,Bob García,36,Male,Master,5,"['""Python / SQL""']",Data Analyst,Rejected,94.7757172940841,Not Hired,88225.87927379803,0,0,77.2920188328419,15
1005,Ivy Davis,46,Male,High School,2,"['""Java / Spring""']",Software Engineer,Rejected,92.75460482202945,Not Hired,56782.09298589921,10,0,66.38285577685927,59
1008,John Jones,31,Female,Diploma,20,"['""Java / Spring""']",HR Manager,Accepted,71.38275980534897,Not Hired,100357.37062656436,6,0,96.08473315059297,12
1035,Charlie Martínez,36,Male,High School,4,"['""Python / SQL""']",Data Analyst,Rejected,95.26310639499481,Hired,86345.81898814302,0,0,73.57494843058302,13
CAND1045,Bob Jones,51,Female,Diploma,2,"['""HR / Management""']",Software Engineer,Accepted,98.48672069999067,Not Hired,56636.51731229624,0,2,76.27096066507505,29
1001,Ivy Smith,42,Male,Master,15,"['""JavaScript / React""']",HR Manager,Rejected,79.82690648267452,Hired,75945.74749485095,9,5,66.92035612882047,57
CAND1044,Grace Davis,21,Male,Master,17,"['""Java / Spring""']",Software Engineer,Rejected,64.8395461101245,Hired,58294.998449460734,3,1,52.87708167619317,29
CAND1036,Grace Jones,45,Male,PhD,12,"['""HR / Management""']",Data Analyst,Pending,85.42674145189768,Not Hired,101284.3526421019,9,0,58.81248598104013,46
1033,Grace Williams,50,Male,High School,15,"['""Java / Spring""']",Data Analyst,Rejected,93.58086347200481,Not Hired,102523.82577904584,3,0,92.41605152059631,28
1027,Grace Martínez,25,Female,Bachelor,3,"['""Java / Spring""']",Marketing Specialist,Accepted,48.158469210791665,Hired,44841.22676547194,9,3,53.30351605463784,25
1029,Alice Davis,45,Male,High School,19,"['""Python / SQL""']",Software Engineer,Rejected,64.55302583882633,Not Hired,30453.20525198904,5,5,72.18702269665073,15
CAND1043,Grace Martínez,44,Male,Diploma,8,"['""Data Science / ML""']",Software Engineer,Rejected,80.13096102184663,Hired,47190.79818021934,1,4,72.30824377586,36
1025,Jane García,22,Female,Bachelor,9,"['""HR / Management""']",Marketing Specialist,Rejected,80.5504157592471,Not Hired,41226.27325996412,9,4,54.566847940739294,57
CAND1049,Harry Jones,34,Male,PhD,16,"['""HR / Management""']",HR Manager,Accepted,70.94304748354112,Hired,79681.03844663811,9,1,96.39623959427864,9
1028,Grace Jones,24,Male,Diploma,12,"['""JavaScript / React""']",Software Engineer,Pending,74.66991746000082,Not Hired,75753.37294597473,9,3,80.17478713774165,24
1016,Bob Davis,26,Male,PhD,20,"['""HR / Management""']",Software Engineer,Pending,82.83328668868646,Hired,37698.798152320014,8,2,59.07483866829962,44
1035,Harry Williams,33,Male,Bachelor,6,"['""Python / SQL""']",Data Analyst,Rejected,100.0,Not Hired,89636.69697504786,0,0,69.02935668164118,11
CAND1047,Alice Williams,46,Female,Master,1,"['""HR / Management""']",Data Analyst,Pending,83.03748203559053,Hired,42225.13937006529,5,5,88.61084979303631,46
CAND1040,Alice Miller,27,Female,Diploma,12,"['""Java / Spring""']",Software Engineer,Rejected,68.69925016523099,Hired,34494.97944412984,6,2,67.77561122995158,42
1032,Bob García,28,Female,Master,2,"['""Data Science / ML""']",Marketing Specialist,Pending,60.13749302009242,Hired,50925.53757754576,10,4,56.09947737315781,36
1016,Harry Smith,28,Male,PhD,21,"['""HR / Management""']",Data Analyst,Pending,74.43933123888249,Not Hired,35054.478340705755,8,2,48.63723262800192,47
1017,Jane Smith,24,Female,Master,9,"['""Java / Spring""']",Data Analyst,Rejected,63.588750105359516,Hired,100687.67550986583,0,0,75.59290264499535,35
1017,John Smith,24,Female,Master,8,"['""Java / Spring""']",Data Analyst,Rejected,72.73980475869354,Hired,104025.16404859205,0,0,67.60706551677738,34
CAND1038,Charlie Williams,29,Male,High School,9,"['""HR / Management""']",HR Manager,Accepted,70.18395111238468,Not Hired,72866.21009425764,3,1,52.030212306545586,43
1033,David Brown,49,Male,Diploma,12,"['""Java / Spring""']",Software Engineer,Rejected,95.72333151316165,Hired,118316.52934443534,3,0,97.77282705636905,22
1022,Eve Miller,43,Non-Binary,PhD,9,"['""Data Science / ML""']",HR Manager,Accepted,87.24283157799836,Hired,77493.01669351137,0,5,96.83593074711989,60
1019,David Davis,35,Female,Bachelor,5,"['""Data Science / ML""']",Software Engineer,Pending,49.399551449879,Not Hired,105257.28317699832,2,0,56.68723129182824,27
1017,Jane Brown,21,Female,High School,10,"['""Java / Spring""']",Data Analyst,Rejected,73.0469633327566,Not Hired,108471.93930960364,0,0,73.35467775381008,37
1001,Harry Smith,45,Male,High School,16,"['""JavaScript / React""']",Marketing Specialist,Rejected,71.60714754518017,Hired,87708.14162062769,9,5,60.02618296154287,61
1009,Charlie García,29,Female,Master,13,"['""HR / Management""']",Software Engineer,Rejected,74.9633190954914,Not Hired,40328.70667137838,10,0,82.11117769031553,57
CAND1046,Bob Rodriguez,40,Female,Bachelor,4,"['""HR / Management""']",Data Analyst,Rejected,82.75955320254414,Not Hired,43695.96914955864,5,4,65.02837879954672,43
CAND1037,Bob Jones,36,Male,Bachelor,14,"['""Java / Spring""']",Software Engineer,Rejected,91.11753456800429,Not Hired,69448.8135541367,4,4,96.91293012614159,36
1024,Grace Brown,25,Male,Master,2,"['""Java / Spring""']",Software Engineer,Rejected,100.0,Not Hired,30475.505310964312,2,0,71.55478073368882,42
CAND1043,David Johnson,41,Male,High School,10,"['""Data Science / ML""']",HR Manager,Rejected,91.42909840532597,Not Hired,48173.69088130836,1,4,79.50844416048608,33
1024,Bob Brown,26,Male,PhD,0,"['""Java / Spring""']",Software Engineer,Rejected,100.0,Not Hired,35123.09674190754,2,0,81.04374089082467,42
CAND1037,Charlie Johnson,35,Male,High School,17,"['""Java / Spring""']",HR Manager,Rejected,95.20154929668048,Not Hired,75146.71232509233,4,4,100.0,38
1020,Bob García,40,Non-Binary,Diploma,22,"['""HR / Management""']",HR Manager,Pending,59.365043035842014,Hired,31777.60804480488,5,2,70.62108116603736,14
CAND1041,Harry Brown,28,Non-Binary,PhD,5,"['""JavaScript / React""']",Marketing Specialist,Rejected,74.61185027013629,Hired,29717.345426627384,7,4,86.48686394408601,42
CAND1046,Harry Rodriguez,38,Female,High School,6,"['""HR / Management""']",Data Analyst,Rejected,82.05125378223379,Not Hired,47234.481971472196,5,4,65.58090695885463,34
CAND1044,David Jones,25,Male,Master,15,"['""Java / Spring""']",HR Manager,Rejected,55.757658379764734,Not Hired,57748.74034329337,3,1,50.009892868212795,21
1028,Bob Martínez,24,Male,Diploma,15,"['""JavaScript / React""']",Software Engineer,Pending,70.6907995057593,Not Hired,76283.45829880198,9,3,88.22638229481137,29
1032,Ivy Jones,25,Female,PhD,2,"['""Data Science / ML""']",Marketing Specialist,Pending,68.0722152628267,Not Hired,51160.52978674403,10,4,70.40241945526134,36
1027,Charlie Brown,27,Female,Master,3,"['""Java / Spring""']",HR Manager,Accepted,48.52846891528491,Not Hired,46398.87426350827,9,3,57.06594864796687,34
1024,David Davis,25,Male,Bachelor,0,"['""Java / Spring""']",Marketing Specialist,Rejected,100.0,Not Hired,35136.139233850685,2,0,81.19276089701592,41
CAND1045,David Martínez,51,Female,PhD,2,"['""HR / Management""']",HR Manager,Accepted,90.00639878756091,Hired,62970.91619954945,0,2,68.78001309646463,32
1026,Jane García,25,Female,Master,18,"['""Java / Spring""']",Marketing Specialist,Rejected,100.0,Not Hired,82904.5393516728,10,3,61.24608154924701,43
1026,Jane Jones,26,Female,High School,16,"['""Java / Spring""']",Data Analyst,Rejected,100.0,Not Hired,74677.12680895075,10,3,52.398622477805354,43
CAND1037,Grace Smith,36,Male,High School,14,"['""Java / Spring""']",HR Manager,Rejected,99.12672722297201,Not Hired,75701.50849847346,4,4,92.88361940926802,38
1026,David Brown,27,Female,High School,18,"['""Java / Spring""']",HR Manager,Rejected,100.0,Not Hired,78730.14034988676,10,3,60.32651861302037,44
CAND1049,Ivy Miller,30,Male,PhD,15,"['""HR / Management""']",Software Engineer,Accepted,75.38792108488923,Not Hired,80146.82774319415,9,1,100.0,3
CAND1046,Jane Williams,38,Female,Diploma,3,"['""HR / Management""']",HR Manager,Rejected,81.66199319879586,Not Hired,44464.679502729065,5,4,53.30705864168772,40
1029,David Rodriguez,46,Male,Bachelor,19,"['""Python / SQL""']",Software Engineer,Rejected,57.35915400079233,Not Hired,30913.95869120925,5,5,75.25264912026437,8
1027,Bob García,26,Female,PhD,2,"['""Java / Spring""']",Software Engineer,Accepted,59.717409003735064,Not Hired,51048.002631879775,9,3,55.18623316574376,34
1009,Alice Johnson,31,Female,Bachelor,12,"['""HR / Management""']",HR Manager,Rejected,74.5011238428807,Hired,44648.07439458463,10,0,85.58483787817376,53
CAND1041,Eve Rodriguez,28,Non-Binary,PhD,8,"['""JavaScript / React""']",Data Analyst,Rejected,77.20524406488126,Not Hired,32453.77901394218,7,4,83.44671592696808,37
1022,David Williams,44,Non-Binary,Master,8,"['""Data Science / ML""']",Marketing Specialist,Accepted,84.97319177334332,Hired,89327.93409994338,0,5,100.0,50
CAND1037,Eve Johnson,37,Male,PhD,15,"['""Java / Spring""']",Data Analyst,Rejected,96.42803754583541,Hired,65241.94485755426,4,4,92.86542317965156,34
1025,Eve Rodriguez,25,Female,Diploma,9,"['""HR / Management""']",HR Manager,Rejected,69.04420716469814,Hired,39028.06398714349,9,4,58.49880988885301,53
1011,Bob Miller,50,Male,Diploma,0,"['""Data Science / ML""']",Marketing Specialist,Rejected,74.36984713026096,Not Hired,121914.60263062528,5,0,55.872641163406584,31
1008,Alice Rodriguez,31,Female,Bachelor,21,"['""Java / Spring""']",Marketing Specialist,Accepted,69.74661215756161,Not Hired,110189.3450042223,6,0,82.93156402998616,19
1004,Ivy Rodriguez,42,Female,Master,20,"['""Data Science / ML""']",Marketing Specialist,Rejected,92.2151250787641,Not Hired,50157.913774141845,7,4,62.01653600189645,15
CAND1036,David Rodriguez,46,Male,High School,14,"['""HR / Management""']",Marketing Specialist,Pending,84.13103374014933,Not Hired,97544.81612193696,9,0,64.42020633184202,44
1031,John Rodriguez,30,Male,Diploma,14,"['""Python / SQL""']",Marketing Specialist,Rejected,63.00017240342765,Not Hired,71304.58697575204,9,5,49.90449921303555,34
1018,Grace Johnson,41,Male,Master,10,"['""Java / Spring""']",Data Analyst,Pending,89.73241714101083,Hired,30835.16559583268,8,1,76.83933814355792,29
1003,David García,32,Male,Bachelor,22,"['""HR / Management""']",HR Manager,Rejected,79.38904197579832,Not Hired,57388.25599686219,0,3,98.70844554257391,58
1023,Jane Smith,28,Female,Bachelor,5,"['""Java / Spring""']",Software Engineer,Rejected,43.70615028610176,Not Hired,96428.78302135672,6,1,65.1515901452597,27
1011,Charlie Martínez,50,Male,Bachelor,0,"['""Data Science / ML""']",Data Analyst,Rejected,80.20918790449947,Not Hired,110443.17091404113,5,0,54.19727563607342,30
1014,Harry Martínez,42,Male,Master,4,"['""Java / Spring""']",Marketing Specialist,Rejected,73.3672095626439,Not Hired,76537.79604786955,7,3,83.54877947951462,43
1028,Jane Brown,25,Male,Diploma,12,"['""JavaScript / React""']",Data Analyst,Pending,67.25938630200206,Hired,76026.38868242316,9,3,70.82548660366135,30
CAND1049,Alice García,32,Male,Diploma,13,"['""HR / Management""']",Software Engineer,Accepted,64.9237226901528,Hired,94786.46136165223,9,1,97.73374660906703,7
1025,Eve Brown,26,Female,Bachelor,11,"['""HR / Management""']",Data Analyst,Rejected,72.09216062327245,Not Hired,37176.98586044776,9,4,53.656765767367986,54
1007,John García,22,Non-Binary,Diploma,0,"['""Java / Spring""']",Marketing Specialist,Accepted,74.39618436690671,Not Hired,76567.68667042001,5,3,63.83313823175148,31
1007,Harry Jones,24,Non-Binary,Master,0,"['""Java / Spring""']",HR Manager,Accepted,73.54358022417524,Hired,73688.91153865337,5,3,64.59651931830952,31
CAND1044,John Williams,21,Male,High School,15,"['""Java / Spring""']",Marketing Specialist,Rejected,74.43941566238992,Not Hired,62202.70623351567,3,1,52.54751563922247,25
1017,Eve Martínez,23,Female,Bachelor,10,"['""Java / Spring""']",Data Analyst,Rejected,73.7817404501867,Not Hired,102001.6000260457,0,0,79.6163917344736,37
1014,Jane Davis,44,Male,Bachelor,3,"['""Java / Spring""']",Software Engineer,Rejected,77.28269504204991,Not Hired,82959.68707480712,7,3,77.6563511070013,33
CAND1040,Jane Brown,28,Female,Bachelor,11,"['""Java / Spring""']",Marketing Specialist,Rejected,68.42958426567593,Not Hired,34628.27654579727,6,2,69.83885894855402,43
1034,Grace Rodriguez,49,Male,PhD,18,"['""JavaScript / React""']",Software Engineer,Accepted,87.53000386945186,Not Hired,117216.00377518151,6,4,78.63522650296817,65
1019,Harry Jones,35,Female,PhD,4,"['""Data Science / ML""']",HR Manager,Pending,52.35902663914286,Hired,91484.84047287842,2,0,69.3277970675401,25
1020,Charlie García,41,Non-Binary,Bachelor,19,"['""HR / Management""']",Software Engineer,Pending,48.951375971479095,Not Hired,31015.551711786935,5,2,66.75189617037655,15
1023,Alice García,29,Female,Diploma,7,"['""Java / Spring""']",Marketing Specialist,Rejected,51.031438545452204,Not Hired,94834.22060829683,6,1,69.08448435134461,30
1026,Alice García,25,Female,High School,17,"['""Java / Spring""']",HR Manager,Rejected,95.19657730017994,Not Hired,82563.22810768461,10,3,54.589321571099134,46
CAND1036,Charlie Miller,47,Male,Diploma,13,"['""HR / Management""']",Software Engineer,Pending,87.6340861813683,Not Hired,106058.62366505437,9,0,59.34073812695078,40
1022,John Brown,43,Non-Binary,PhD,8,"['""Data Science / ML""']",Software Engineer,Accepted,86.60317718340231,Hired,80563.2937266843,0,5,100.0,56
1013,David Davis,29,Female,Diploma,14,"['""Python / SQL""']",Software Engineer,Accepted,95.70248968429104,Hired,104584.76980127548,1,0,70.30195315311224,46
1024,Charlie Williams,28,Male,High School,0,"['""Java / Spring""']",Data Analyst,Rejected,94.26431020736155,Not Hired,30687.74993857847,2,0,80.4219793988337,34
1004,Eve Jones,43,Female,Diploma,20,"['""Data Science / ML""']",Marketing Specialist,Rejected,97.00129142055798,Hired,47931.972310423174,7,4,81.31205054215613,15
1001,Eve Miller,45,Male,Bachelor,18,"['""JavaScript / React""']",HR Manager,Rejected,77.28023014118469,Not Hired,73113.37103788916,9,5,79.3725415086015,61
